model,tag,step,value,wall_time,source
Alpha,Train/reward,249811,623.5692138671875,1781946433.158153,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,249838,152.01124572753906,1781866747.7402601,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,249905,148.73553466796875,1781866747.9380941,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,249983,151.96376037597656,1781866748.169129,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250043,151.20140075683594,1781866748.797867,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250101,153.66416931152344,1781866748.959153,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250191,150.38510131835938,1781866749.215734,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250247,143.8272705078125,1781866749.3802261,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250315,150.60504150390625,1781866749.579751,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250370,146.59579467773438,1781866749.741197,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250435,152.8069610595703,1781867818.394225,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250517,163.28265380859375,1781867818.660225,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250578,139.27561950683594,1781867818.857533,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250659,145.92530822753906,1781867819.137951,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250736,154.23391723632812,1781867819.3515909,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250800,153.2034149169922,1781867819.514218,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250811,641.9205322265625,1781946437.062289,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,250887,156.4395294189453,1781867819.7363799,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,250960,160.2390594482422,1781867819.9194849,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251025,153.2991180419922,1781867820.0840378,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251104,153.706787109375,1781867820.2818,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251172,156.60044860839844,1781867820.449394,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251241,153.0959014892578,1781867820.619596,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251316,155.4989776611328,1781867820.800589,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251387,151.97727966308594,1781867820.972783,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251465,156.4775390625,1781867821.1717188,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251539,159.4940643310547,1781867821.414489,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251604,144.17340087890625,1781867821.650928,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251647,54.628570556640625,1781867821.817533,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251723,149.2206573486328,1781867822.116686,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251787,151.67596435546875,1781867822.426763,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251811,644.2041625976562,1781946440.158263,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,251858,153.36402893066406,1781867822.778513,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,251946,142.48631286621094,1781867823.169379,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252009,147.32305908203125,1781868250.512634,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252082,155.09217834472656,1781868250.770997,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252152,146.8831329345703,1781868251.009739,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252212,144.85238647460938,1781868251.2194402,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252279,150.49295043945312,1781868251.3948202,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252346,167.0216522216797,1781868251.563564,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252416,145.13308715820312,1781868251.7401469,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252492,159.692626953125,1781868251.9298959,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252574,157.2236328125,1781868252.134322,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252633,138.36874389648438,1781868252.28204,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252714,149.19056701660156,1781868252.4794822,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252756,96.5667495727539,1781868252.583203,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,252811,643.4920043945312,1781946443.249995,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,253756,687.9891967773438,1781868255.729432,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,253811,645.9146118164062,1781946446.3352802,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,253820,140.95645141601562,1781868255.931432,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,253880,154.2006072998047,1781868256.1211362,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,253944,156.9824676513672,1781868256.3210392,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254018,152.93283081054688,1781868256.539839,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254074,156.45504760742188,1781868256.706513,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254150,150.9197540283203,1781868256.931072,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254211,145.56369018554688,1781868257.112843,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254297,157.5924072265625,1781868257.3658292,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254363,157.61013793945312,1781868257.555538,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254436,157.17823791503906,1781868257.7631202,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254509,149.00228881835938,1781868257.9742668,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254597,160.22756958007812,1781868258.2272441,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254677,158.5364227294922,1781868258.4594681,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254781,167.3205108642578,1781868258.762378,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254811,643.6935424804688,1781946449.461768,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,254852,154.8261260986328,1781868258.9693189,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254915,160.00111389160156,1781868259.153209,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,254992,151.74537658691406,1781868259.3785348,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255051,147.46856689453125,1781868260.2094772,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255135,153.94374084472656,1781868260.444127,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255206,126.12628936767578,1781868260.642951,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255293,148.3926239013672,1781868260.902454,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255349,150.87660217285156,1781868261.068518,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255452,155.23643493652344,1781868261.373785,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255515,141.9982452392578,1781868261.561617,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255599,150.98104858398438,1781868261.811195,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255681,146.79232788085938,1781868262.05496,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255746,159.67759704589844,1781868262.24807,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255797,151.0742950439453,1781868262.400686,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255811,636.50341796875,1781946453.294288,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,255852,155.01312255859375,1781868262.563328,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255930,150.51292419433594,1781868262.794602,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,255986,155.10682678222656,1781868262.9627771,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256041,150.83226013183594,1781868263.134638,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256109,150.17469787597656,1781868263.340043,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256171,150.7894744873047,1781868263.527307,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256252,162.47213745117188,1781868263.771353,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256323,142.70545959472656,1781868263.9853609,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256384,156.41213989257812,1781868264.179303,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256446,152.60107421875,1781868264.377151,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256518,141.8321075439453,1781868264.595514,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256590,159.7699432373047,1781868264.817251,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256656,135.63461303710938,1781868265.0141811,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256709,155.79458618164062,1781868265.1993291,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256769,156.09808349609375,1781868265.458675,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256811,635.8026733398438,1781946456.389932,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,256826,147.5208282470703,1781868265.655117,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256892,148.5280303955078,1781868265.8702211,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,256959,148.37135314941406,1781868266.0830998,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257034,150.2671356201172,1781868266.318651,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257102,156.51634216308594,1781868266.530337,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257181,136.70350646972656,1781868266.765001,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257256,155.33473205566406,1781868266.9859111,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257324,148.35897827148438,1781868267.186708,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257395,154.2914276123047,1781868267.396832,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257472,157.93014526367188,1781868267.636408,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257522,142.5290069580078,1781868267.78452,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257586,157.8412628173828,1781868267.9769049,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257646,154.70045471191406,1781868268.165497,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257726,157.3345489501953,1781868268.411201,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257794,149.30258178710938,1781868268.626274,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257811,650.1473999023438,1781946459.469898,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,257870,154.31568908691406,1781868268.863752,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257924,151.68923950195312,1781868269.024448,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,257995,142.4604034423828,1781868269.240802,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258059,149.37049865722656,1781868269.4323149,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258134,160.35525512695312,1781868269.6543171,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258203,152.553955078125,1781868269.860385,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258274,147.9708251953125,1781868270.071743,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258348,159.6571807861328,1781868270.2899368,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258408,152.08554077148438,1781868270.467312,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258470,146.416259765625,1781868270.651681,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258538,151.5024871826172,1781868270.854412,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258592,149.19229125976562,1781868271.01647,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258667,163.53836059570312,1781868271.241309,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258740,160.67123413085938,1781868271.460969,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258792,156.51841735839844,1781868271.614336,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258811,620.7833862304688,1781946462.5823832,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,258846,152.96478271484375,1781868271.7768419,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258896,143.13406372070312,1781868271.924303,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,258961,160.3004913330078,1781868272.117045,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259021,153.56651306152344,1781868272.294413,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259105,150.607421875,1781868272.541533,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259169,146.04493713378906,1781868272.7306979,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259229,149.61151123046875,1781868272.906661,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259298,152.94952392578125,1781868273.109039,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259369,153.31092834472656,1781868273.320244,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259444,143.0570831298828,1781868273.540391,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259522,154.38938903808594,1781868273.770189,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259597,159.7774658203125,1781868273.991563,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259652,158.988037109375,1781868274.153385,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259728,149.4071807861328,1781868274.37646,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259803,150.88983154296875,1781868274.598198,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259811,657.2849731445312,1781946465.710716,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,259880,156.31069946289062,1781868274.823466,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,259949,142.10992431640625,1781868275.028001,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260013,154.25169372558594,1781868276.009818,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260085,163.34091186523438,1781868276.2067719,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260157,149.88607788085938,1781868276.406891,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260231,156.01730346679688,1781868276.612177,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260298,142.8136749267578,1781868276.7991,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260383,150.34176635742188,1781868277.055997,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260444,151.7173309326172,1781868277.235502,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260514,159.5113983154297,1781868277.442178,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260573,150.86512756347656,1781868277.617395,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260642,145.5101318359375,1781868277.8204212,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260716,143.86106872558594,1781868278.0523598,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260790,138.3831024169922,1781868278.2793431,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260811,646.7825927734375,1781946469.614532,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,260849,143.78036499023438,1781868278.4595351,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260931,138.33267211914062,1781868278.710664,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,260973,147.45120239257812,1781868278.83717,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,261053,140.21571350097656,1781868279.081235,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,261128,146.7417449951172,1781868279.3080032,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,261187,152.84393310546875,1781868279.48542,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
